dt_seconds,value
51.681328,81.00
52.231227,83.00
52.846957,88.00
54.436734,85.00
55.530082,83.00
56.280787,81.00
57.112460,78.00
60.618181,81.00
61.862998,85.00
62.895302,83.00
63.945321,78.00
64.877987,81.00
65.528976,78.00
66.356099,81.00
67.078383,83.00
67.678947,85.00
69.862033,88.00
70.812896,85.00
73.978648,88.00
74.746027,90.00
75.361740,88.00
76.744114,85.00
79.373930,83.00
81.721351,81.00
82.191162,85.00
82.742907,88.00
83.305803,85.00
84.763035,83.00
86.144612,85.00
87.656976,78.00
88.576662,76.00
89.123435,78.00
89.744041,81.00
91.110442,83.00
93.126897,85.00
93.845125,83.00
94.611929,81.00
96.922688,78.00
98.623103,76.00
99.692990,81.00
101.495856,78.00
102.244222,76.00
104.257409,78.00
107.905447,76.00
109.112133,78.00
111.158084,76.00
126.004348,73.00
126.844173,71.00
128.465150,73.00
130.033413,75.00
131.521865,78.00
132.572081,76.00
133.558208,75.00
134.878506,76.00
136.207826,78.00
137.526059,73.00
137.948696,75.00
138.674059,76.00
140.742939,78.00
142.092425,81.00
144.125427,83.00
144.725090,88.00
146.257448,85.00
148.078538,81.00
148.674349,88.00
149.225524,85.00
150.225523,83.00
150.759591,85.00
153.005699,83.00
153.553116,85.00
154.273628,83.00
156.225106,81.00
156.990684,78.00
157.994655,83.00
159.173341,88.00
159.892203,85.00
161.304901,88.00
162.363780,83.00
163.141013,85.00
164.374508,78.00
165.556117,76.00
167.503486,73.00
168.157916,75.00
170.907996,73.00
171.910521,69.00
174.983113,71.00
175.624530,73.00
177.100863,76.00
178.503947,78.00
179.040575,85.00
181.323411,83.00
182.388947,85.00
184.741150,83.00
186.697665,78.00
187.440359,76.00
189.306682,75.00
190.572907,76.00
193.436797,75.00
194.949941,76.00
195.656886,78.00
196.871376,81.00
197.702625,78.00
198.539386,81.00
199.039010,83.00
200.338276,88.00
200.836487,90.00
202.824762,88.00
203.668432,85.00
204.271198,90.00
206.185135,93.00
207.784517,88.00
208.472289,90.00
209.070625,93.00
209.637307,90.00
210.371183,93.00
211.706081,88.00
213.102028,85.00
# --- NOVO DATASET 2025-11-12 18:37:29 ---
0.000000,73.00
0.001187,75.00
0.001967,69.00
0.002727,69.00
0.003098,66.00
0.004861,65.00
0.005632,66.00
0.006542,68.00
0.605451,66.00
1.402157,69.00
# --- NOVO DATASET 2025-11-12 18:37:42 ---
0.000000,66.00
0.001677,65.00
0.002439,63.00
0.002808,65.00
0.003177,63.00
0.004134,65.00
0.005059,63.00
0.005507,65.00
2.149117,66.00
2.733237,68.00
3.278335,71.00
4.971480,73.00
7.433080,75.00
8.032811,78.00
8.752093,81.00
13.000260,83.00
14.182661,85.00
14.850134,83.00
15.754911,81.00
16.422827,85.00
16.965877,88.00
18.056606,90.00
20.836502,93.00
23.719749,90.00
24.862600,85.00
26.682110,83.00
28.859300,81.00
30.487502,78.00
31.884678,76.00
33.695749,75.00
34.301453,76.00
35.879920,75.00
37.451493,76.00
38.356436,75.00
39.020775,78.00
42.403397,81.00
43.252009,78.00
43.917731,81.00
44.641090,83.00
46.146971,81.00
49.237889,83.00
52.259868,81.00
54.979654,83.00
55.884937,81.00
57.096108,76.00
58.550753,78.00
59.458705,76.00
62.423388,78.00
65.857596,81.00
66.640430,78.00
67.485755,76.00
67.967859,81.00
68.511668,85.00
70.204754,83.00
75.526703,78.00
76.476615,76.00
81.369010,75.00
82.240250,73.00
83.040829,75.00
83.813982,76.00
84.236684,78.00
85.869369,76.00
86.415084,78.00
87.138645,83.00
87.805104,85.00
89.974149,83.00
90.638498,85.00
91.840740,88.00
95.589279,85.00
98.312315,81.00
101.753942,83.00
102.841366,78.00
103.385981,81.00
104.772126,78.00
107.784577,75.00
110.740057,71.00
111.403630,75.00
114.367492,73.00
114.851549,75.00
115.567762,76.00
116.523354,73.00
117.370881,71.00
118.932198,75.00
119.599442,73.00
120.264017,76.00
121.597256,78.00
122.260159,83.00
122.926067,85.00
123.530435,83.00
124.194379,85.00
125.037868,83.00
125.765707,85.00
127.406017,90.00
128.921868,93.00
129.708025,90.00
130.552417,88.00
132.424249,90.00
133.394191,88.00
134.118849,85.00
136.164500,88.00
137.553055,85.00
139.007800,83.00
139.610678,85.00
140.094749,88.00
141.052633,85.00
141.526509,88.00
148.996475,85.00
150.925245,83.00
153.941966,81.00
159.846424,81.00
160.933986,83.00
162.437525,78.00
162.921478,83.00
163.584192,81.00
164.674126,78.00
165.337564,81.00
166.487797,78.00
168.117046,81.00
169.873179,83.00
170.902948,81.00
171.448128,83.00
175.439044,76.00
176.770052,81.00
177.678567,78.00
178.342071,81.00
179.491908,76.00
180.092414,81.00
182.503147,83.00
183.407787,81.00
183.890809,83.00
185.647288,78.00
188.240935,81.00
189.381820,83.00
190.472791,88.00
191.919283,85.00
192.762982,83.00
193.784542,81.00
197.231781,83.00
198.865082,85.00
200.467210,83.00
201.594476,78.00
204.446127,76.00
# --- NOVO DATASET 2025-11-12 18:42:33 ---
0.000000,75.00
0.001344,73.00
0.002502,75.00
0.003247,73.00
0.004000,76.00
0.004563,73.00
0.005012,76.00
0.005589,81.00
0.006137,78.00
0.007590,83.00
9.233361,81.00
9.895947,83.00
10.610924,85.00
11.099631,88.00
13.179565,90.00
14.626292,96.00
15.161394,93.00
15.960462,90.00
16.993876,88.00
# --- NOVO DATASET 2025-11-12 18:43:05 --- PRIMEIRO
0.000000,88.00
0.002129,90.00
0.002775,88.00
0.003162,85.00
0.003952,83.00
0.004406,81.00
0.005058,78.00
0.006747,81.00
0.007654,83.00
0.008099,81.00
0.332810,83.00
1.067143,81.00
2.738500,83.00
3.683828,81.00
4.484998,83.00
6.740411,85.00
8.421212,88.00
9.082775,85.00
10.828432,83.00
11.632643,81.00
12.615643,78.00
13.836757,81.00
14.335944,83.00
14.983187,85.00
15.479691,88.00
17.627538,83.00
18.121565,85.00
18.800522,83.00
21.532125,81.00
22.299353,85.00
23.624232,88.00
24.449496,85.00
25.598819,83.00
26.198663,81.00
27.198611,78.00
28.281934,81.00
29.099357,85.00
29.632314,83.00
32.139206,81.00
37.247512,83.00
38.581723,85.00
39.282904,83.00
40.348783,81.00
42.237720,76.00
42.790131,78.00
44.147420,81.00
45.953686,76.00
46.438094,78.00
47.664082,76.00
48.446831,75.00
49.966196,76.00
52.614949,78.00
53.275633,81.00
53.824206,83.00
55.583062,85.00
56.196910,83.00
56.696961,90.00
57.830563,96.00
58.731005,93.00
59.253358,96.00
# --- NOVO DATASET 2025-11-12 18:49:35 ---
0.001099,78.00
0.001986,76.00
0.002923,78.00
0.003597,76.00
0.005472,75.00
0.006191,76.00
0.007164,76.00
0.008082,75.00
3.747628,73.00
4.894046,69.00
5.549583,73.00
7.865853,71.00
8.466390,75.00
9.766875,76.00
# --- NOVO DATASET 2025-11-12 18:49:57 ---
0.000000,78.00
0.001435,81.00
0.003220,83.00
0.003813,88.00
0.005524,85.00
0.006215,88.00
0.006681,85.00
0.007176,83.00
0.547833,85.00
3.643498,83.00
4.466188,81.00
5.300448,78.00
6.239037,76.00
17.686838,76.00
20.120657,75.00
# --- NOVO DATASET 2025-11-12 18:50:29 --- SEG
0.000999,76.00
0.001390,75.00
0.002159,73.00
0.002536,75.00
0.003730,78.00
0.004427,76.00
2.212788,75.00
3.598582,73.00
4.199379,76.00
6.308062,75.00
7.499174,76.00
8.996223,75.00
11.028676,76.00
12.548259,78.00
13.566597,76.00
14.232967,81.00
15.400166,83.00
16.198483,81.00
20.108300,76.00
23.822946,75.00
26.045649,76.00
33.414046,120.00
34.664947,103.00
35.315532,96.00
36.180372,88.00
36.764800,83.00
37.790677,76.00
38.448789,73.00
39.447262,68.00
40.047852,65.00
40.780705,73.00
41.715838,71.00
42.630822,69.00
43.498489,68.00
44.314045,71.00
46.785652,73.00
47.481723,75.00
48.080824,76.00
49.894259,75.00
51.897361,73.00
54.798122,75.00
55.400384,76.00
56.731982,78.00
59.311738,76.00
59.914076,78.00
60.897712,75.00
61.512773,76.00
# --- NOVO DATASET 2025-11-12 18:53:29 --- TER
0.000000,69.00
0.002193,71.00
0.003142,73.00
0.003988,73.00
0.005838,75.00
1.647793,75.00
2.301331,76.00
4.634950,75.00
5.594422,73.00
7.142101,75.00
9.228917,76.00
10.432909,75.00
11.132747,76.00
18.406945,75.00
19.961257,73.00
21.049622,75.00
21.551141,76.00
23.083648,78.00
23.783368,76.00
24.397817,81.00
25.304046,78.00
25.816182,81.00
27.083429,83.00
28.514235,85.00
29.450377,88.00
32.938744,85.00
34.832394,83.00
35.830948,81.00
36.915591,76.00
37.580586,78.00
39.161510,75.00
39.647145,76.00
40.416782,78.00
41.030687,76.00
41.452194,81.00
42.516061,76.00
43.665837,75.00
46.251291,73.00
46.723334,75.00
47.160087,78.00
47.948762,81.00
48.616886,83.00
53.155472,81.00
54.263511,76.00
55.882143,78.00
57.774681,76.00
58.531380,78.00
59.317406,76.00
60.029937,75.00
60.479223,76.00
# --- NOVO DATASET 2025-11-17 15:50:15 ---
1.289160,78.00
4.781181,81.00
6.753292,83.00
8.729594,81.00
10.966247,78.00
12.505513,83.00
13.318795,81.00
14.633245,83.00
# --- NOVO DATASET 2025-11-17 16:32:48 ---
1.394204,75.00
4.408548,76.00
11.311920,71.00
29.203062,73.00
29.822328,71.00
31.708700,73.00
# --- NOVO DATASET 2025-11-17 16:34:50 ---
# --- NOVO DATASET 2025-11-17 16:36:42 ---
3.206610,75.00
4.207432,73.00
4.823244,75.00
5.391038,76.00
6.350440,75.00
6.888647,76.00
14.687483,78.00
16.523040,76.00
18.104498,75.00
18.534678,76.00
19.506751,75.00
21.575863,78.00
22.951549,76.00
24.949206,75.00
27.481009,76.00
30.428889,78.00
31.573624,81.00
34.102528,76.00
36.813719,81.00
37.354155,83.00
44.429681,83.00
46.988759,78.00
48.798504,76.00
51.371138,78.00
51.904113,81.00
54.845704,78.00
56.533563,81.00
59.287470,85.00
59.950688,88.00
61.092012,85.00
64.560940,81.00
69.104286,78.00
73.954019,81.00
74.440556,85.00
75.188690,83.00
75.952961,85.00
76.601053,88.00
77.396355,85.00
80.182706,88.00
85.920405,85.00
92.478062,83.00
93.485816,85.00
101.265902,81.00
104.318603,78.00
104.870016,83.00
107.135642,81.00
113.739344,83.00
116.915233,81.00
118.146138,76.00
125.001860,75.00
125.647727,76.00
127.016290,78.00
128.965227,81.00
131.917709,78.00
133.519336,81.00
134.597758,85.00
136.085197,88.00
138.716750,85.00
140.293812,93.00
141.397261,88.00
142.248906,85.00
145.851142,81.00
149.134019,76.00
149.599993,78.00
151.449388,76.00
153.760653,71.00
170.966229,88.00
172.042529,85.00
172.644553,88.00
173.264948,85.00
174.976055,83.00
176.584662,85.00
177.514839,90.00
178.798565,88.00
184.348758,83.00
189.050646,81.00
189.799879,78.00
202.013646,75.00
204.005053,76.00
205.914596,73.00
207.197381,76.00
222.361868,76.00
223.848344,78.00
226.242623,81.00
228.725607,76.00
231.728721,78.00
234.111509,76.00
235.527261,78.00
237.809269,76.00
240.543296,75.00
241.361215,76.00
242.900962,78.00
244.460649,76.00
245.350886,75.00
246.734029,76.00
249.566490,71.00
261.161501,73.00
263.901701,71.00
265.428634,69.00
266.105477,71.00
273.201069,73.00
274.421322,71.00
275.327596,68.00
281.555669,71.00
282.342923,73.00
283.493482,71.00
289.924923,68.00
291.193472,69.00
292.569610,71.00
293.354746,69.00
# --- NOVO DATASET 2025-11-17 16:57:20 ---
# --- NOVO DATASET 2025-11-17 16:58:04 ---
# --- NOVO DATASET 2025-11-17 16:58:45 ---
# --- NOVO DATASET 2025-11-17 16:59:37 ---
# --- NOVO DATASET 2025-11-17 17:00:50 ---
20.800333,73.00
24.392646,78.00
# --- NOVO DATASET 2025-11-17 17:22:18 ---
21.521545,85.00
22.285603,88.00
24.012500,85.00
24.793320,83.00
28.205008,76.00
29.949336,75.00
30.395612,78.00
# --- NOVO DATASET 2025-11-17 17:26:27 ---
0.000000,76.00
2.984202,78.00
4.203579,83.00
5.700156,81.00
6.295589,83.00
6.986225,85.00
8.964517,83.00
15.434056,81.00
18.931495,76.00
21.453073,75.00
22.679340,76.00
24.698141,75.00
25.080721,76.00
25.510071,81.00
27.088499,78.00
29.203530,81.00
29.678525,83.00
30.312983,85.00
31.781139,88.00
33.179878,83.00
33.830717,81.00
35.098492,78.00
36.574846,81.00
37.485742,78.00
38.072515,76.00
40.847781,78.00
41.256321,81.00
44.915314,88.00
45.822447,90.00
55.269983,85.00
55.704461,88.00
58.559344,83.00
60.121824,85.00
61.832037,81.00
63.239031,83.00
63.689418,88.00
66.297035,90.00
68.844224,85.00
71.594632,81.00
72.525000,78.00
73.278747,76.00
74.261350,78.00
75.417714,76.00
76.092055,75.00
78.330969,76.00
79.813879,75.00
80.457045,76.00
82.204790,78.00
83.596158,81.00
86.901961,85.00
89.390913,78.00
92.092470,73.00
93.525063,75.00
94.712200,76.00
96.529314,75.00
97.078295,78.00
97.903391,76.00
98.579509,78.00
99.893331,75.00
101.177100,78.00
103.136230,83.00
105.473862,81.00
106.541140,78.00
111.224043,85.00
113.059219,81.00
113.625124,83.00
115.089154,81.00
115.960662,78.00
117.041163,76.00
117.643660,78.00
121.536595,76.00
122.516593,75.00
129.326384,75.00
136.009678,76.00
136.759275,75.00
137.254098,76.00
157.024399,73.00
158.504941,76.00
159.726010,78.00
160.793805,75.00
162.661885,76.00
163.635189,75.00
164.205942,76.00
165.058332,78.00
165.578235,81.00
166.607931,83.00
168.272364,81.00
173.201683,78.00
173.890209,76.00
174.424736,78.00
178.449841,75.00
181.760727,76.00
182.373710,81.00
183.813002,83.00
185.273949,85.00
187.657305,83.00
189.512214,81.00
195.354427,83.00
200.646623,78.00
201.473215,76.00
203.811459,78.00
204.880756,81.00
205.390868,83.00
206.028864,85.00
207.289354,88.00
208.462632,83.00
209.205759,88.00
210.469385,81.00
210.954177,83.00
213.634561,85.00
216.870334,81.00
221.534209,88.00
228.479195,85.00
239.421611,83.00
241.156558,78.00
245.661806,75.00
251.980698,71.00
252.819665,73.00
254.153563,75.00
256.565836,71.00
257.686468,68.00
258.411834,69.00
259.159889,71.00
273.598003,69.00
274.338876,73.00
277.615555,76.00
280.639968,75.00
283.606668,71.00
284.517048,73.00
285.164877,75.00
288.042381,71.00
291.499506,68.00
292.253301,66.00
292.976804,68.00
293.618518,71.00
294.618343,69.00
# --- NOVO DATASET 2025-11-24 16:37:35 ---
# --- NOVO DATASET 2025-11-24 16:42:56 ---
0.000000,71.00
0.791861,73.00
2.792079,71.00
3.739270,75.00
5.604199,73.00
# --- NOVO DATASET 2025-11-24 16:43:24 ---
0.000000,71.00
0.329394,75.00
1.441126,76.00
3.035426,78.00
3.971051,81.00
5.525254,83.00
6.428866,81.00
11.283072,76.00
12.146831,78.00
13.547818,76.00
17.863465,78.00
18.923162,76.00
22.094800,78.00
23.126929,76.00
23.774061,78.00
26.341547,75.00
27.039056,76.00
28.870140,75.00
32.365243,71.00
34.675763,73.00
37.658419,75.00
40.427221,78.00
40.978344,81.00
43.120581,76.00
44.427027,81.00
49.901391,85.00
52.973394,90.00
55.788695,93.00
58.665025,90.00
61.743385,88.00
63.665121,83.00
66.652381,75.00
68.374719,73.00
71.376914,71.00
72.996045,73.00
73.637344,71.00
76.725335,75.00
78.264705,78.00
80.857895,83.00
81.308456,85.00
82.470283,88.00
83.873762,90.00
87.240472,93.00
90.122562,90.00
92.959305,88.00
94.577461,90.00
95.852784,88.00
98.179114,85.00
99.091042,83.00
102.708101,81.00
106.293906,78.00
107.520576,83.00
108.770759,85.00
109.351906,88.00
109.858298,90.00
111.453459,85.00
113.041505,88.00
116.422740,90.00
117.439226,93.00
119.706975,88.00
121.820413,81.00
122.397114,83.00
125.657458,88.00
128.203834,85.00
129.868193,83.00
130.805634,88.00
133.892816,96.00
136.188759,93.00
136.972630,90.00
140.138543,93.00
142.371879,88.00
147.720650,90.00
150.029184,88.00
150.754172,85.00
151.282914,88.00
152.305503,83.00
154.549811,90.00
155.607168,88.00
159.519818,83.00
161.370413,85.00
163.041570,90.00
165.592309,83.00
166.459950,81.00
170.130989,76.00
171.736531,78.00
176.050412,75.00
176.620654,76.00
181.952665,83.00
184.481313,85.00
185.514643,81.00
187.600346,83.00
188.552498,81.00
189.299714,78.00
190.729706,83.00
194.721849,81.00
203.575788,78.00
204.216043,81.00
205.679325,78.00
206.620629,81.00
209.135621,76.00
211.617133,83.00
217.168110,85.00
218.334935,88.00
220.248755,93.00
227.859572,96.00
229.916428,93.00
234.229552,90.00
237.083970,88.00
239.340992,85.00
241.481148,83.00
242.033722,85.00
243.114903,90.00
243.806180,88.00
249.957400,90.00
251.249197,88.00
251.764656,93.00
252.850590,90.00
253.881247,85.00
254.617222,83.00
257.232427,78.00
257.791023,81.00
258.433476,83.00
260.169516,85.00
261.937781,81.00
262.388381,83.00
265.765091,88.00
267.042732,90.00
268.828304,93.00
269.590983,90.00
271.145609,88.00
272.630367,90.00
277.330449,83.00
280.513641,78.00
283.244806,81.00
287.380435,75.00
288.049669,76.00
289.847599,81.00
290.493973,83.00
292.257322,85.00
294.176689,88.00
295.328995,90.00
297.046155,93.00
301.267021,85.00
303.379935,83.00
# --- NOVO DATASET 2025-11-24 17:35:17 ---
0.000000,81.00
1.970961,76.00
2.722624,78.00
4.157180,81.00
4.624132,83.00
6.688965,81.00
9.301273,83.00
9.856311,85.00
13.546788,90.00
15.175504,88.00
23.588179,78.00
24.879802,75.00
27.999909,71.00
31.141226,65.00
35.937213,66.00
37.537060,69.00
38.055636,73.00
39.627259,75.00
41.724288,76.00
42.889221,83.00
51.701983,78.00
52.596547,81.00
54.887690,83.00
57.549009,85.00
58.947798,83.00
59.589351,85.00
61.034685,83.00
62.409062,88.00
64.387832,85.00
65.355284,83.00
66.237066,85.00
71.183868,83.00
74.872136,81.00
76.888373,83.00
78.227991,81.00
82.205776,103.00
82.720522,96.00
83.417910,90.00
84.602719,83.00
86.034586,73.00
86.564648,71.00
91.001509,53.00
92.500262,83.00
94.587365,81.00
97.835624,76.00
99.562761,75.00
101.085669,76.00
101.707921,78.00
105.818676,76.00
108.408702,75.00
109.013287,73.00
109.640909,75.00
111.726522,78.00
113.799142,81.00
115.483922,76.00
116.233158,78.00
117.650664,81.00
118.927486,83.00
122.100665,78.00
124.646915,75.00
125.256109,76.00
126.734514,75.00
130.854869,73.00
133.743285,75.00
134.486572,78.00
135.414364,76.00
135.938849,81.00
137.658269,83.00
139.741613,78.00
141.769101,76.00
143.927361,78.00
148.666322,76.00
149.584047,75.00
151.001942,73.00
153.652130,76.00
157.348813,78.00
158.248897,76.00
159.802443,75.00
161.158513,76.00
161.865665,78.00
163.711740,76.00
165.809907,78.00
168.515571,81.00
169.899935,83.00
170.646194,81.00
171.382058,83.00
172.021118,85.00
172.699509,83.00
174.747489,88.00
175.266447,90.00
177.880936,85.00
178.713183,83.00
180.016767,85.00
183.030400,83.00
185.464128,78.00
186.531077,76.00
187.663330,75.00
189.315983,73.00
189.931095,75.00
190.580779,76.00
193.334933,73.00
194.082338,71.00
197.556126,69.00
200.395833,76.00
201.034311,75.00
228.203856,85.00
229.614174,83.00
230.936382,85.00
232.012333,81.00
237.211304,75.00
240.101156,71.00
241.478512,73.00
242.127783,71.00
246.947959,73.00
247.496208,75.00
248.196419,76.00
248.879148,78.00
250.462293,76.00
251.326470,78.00
255.379613,76.00
256.010082,78.00
257.015837,76.00
260.952550,81.00
261.898682,78.00
263.278805,81.00
263.917024,83.00
264.593359,85.00
265.940069,88.00
266.742755,85.00
268.004691,88.00
268.504535,90.00
272.072440,88.00
272.567120,90.00
273.776190,85.00
275.522641,83.00
277.056745,81.00
278.949370,83.00
280.075460,81.00
281.725898,76.00
286.058236,78.00
288.491289,81.00
292.982736,78.00
