DEVICE INFO,,,,,
left,12,13,,,'1762984263254'
left,12,14,,,'1762984263293'
left,12,13,,,'1762984263332'
left,12,11,,,'1762984263371'
left,12,11,,,'1762984263448'
left,12,13,,,'1762984263487'
left,12,14,,,'1762984263526'
left,12,14,,,'1762984263565'
left,12,13,,,'1762984263604'
left,12,11,,,'1762984263642'
left,12,11,,,'1762984263681'
left,12,13,,,'1762984263722'
left,12,14,,,'1762984263798'
left,12,13,,,'1762984263837'
left,12,13,,,'1762984263875'
left,12,13,,,'1762984263914'
left,12,14,,,'1762984263953'
left,12,14,,,'1762984263992'
left,12,13,,,'1762984264031'
left,12,11,,,'1762984264073'
left,12,11,,,'1762984264111'
left,12,13,,,'1762984264147'
left,12,14,,,'1762984264186'
left,12,14,,,'1762984264225'
left,12,13,,,'1762984264264'
left,12,13,,,'1762984264303'
left,12,13,,,'1762984264342'
left,12,14,,,'1762984264381'
left,12,14,,,'1762984264419'
left,12,13,,,'1762984264458'
left,12,11,,,'1762984264497'
left,12,11,,,'1762984264536'
left,12,13,,,'1762984264575'
left,12,14,,,'1762984264614'
left,12,14,,,'1762984264691'
left,12,11,,,'1762984264769'
left,12,11,,,'1762984264808'
left,12,13,,,'1762984264847'
left,12,14,,,'1762984264886'
left,12,13,,,'1762984264925'
left,12,11,,,'1762984264963'
left,12,11,,,'1762984265002'
left,12,13,,,'1762984265041'
left,12,11,,,'1762984265197'
left,12,11,,,'1762984265235'
left,12,13,,,'1762984265274'
left,12,14,,,'1762984265313'
left,12,14,,,'1762984265352'
left,12,13,,,'1762984265391'
left,12,13,,,'1762984265429'
left,12,13,,,'1762984265468'
left,12,14,,,'1762984265507'
left,12,14,,,'1762984265546'
left,12,13,,,'1762984265585'
left,12,11,,,'1762984265624'
left,12,11,,,'1762984265663'
left,12,14,,,'1762984265740'
left,12,14,,,'1762984265779'
left,12,13,,,'1762984265818'
left,12,11,,,'1762984265857'
left,12,11,,,'1762984265935'
left,12,13,,,'1762984265973'
left,12,14,,,'1762984266012'
left,12,13,,,'1762984266051'
left,12,13,,,'1762984266168'
left,12,14,,,'1762984266207'
left,12,14,,,'1762984266245'
left,12,13,,,'1762984266284'
left,12,11,,,'1762984266323'
left,12,11,,,'1762984266362'
left,12,13,,,'1762984266401'
left,12,14,,,'1762984266440'
left,12,13,,,'1762984266479'
left,12,11,,,'1762984266517'
left,12,11,,,'1762984266556'
left,12,13,,,'1762984266595'
left,12,11,,,'1762984266750'
left,12,11,,,'1762984266789'
left,12,13,,,'1762984266828'
left,12,14,,,'1762984266867'
left,12,14,,,'1762984266906'
left,12,13,,,'1762984266945'
left,12,13,,,'1762984266984'
left,12,13,,,'1762984267022'
left,12,14,,,'1762984267103'
left,12,11,,,'1762984267217'
left,12,11,,,'1762984267256'
left,12,13,,,'1762984267294'
left,12,14,,,'1762984267333'
left,12,14,,,'1762984267372'
left,12,13,,,'1762984267411'
left,12,11,,,'1762984267450'
left,12,11,,,'1762984267489'
left,12,13,,,'1762984267528'
left,12,14,,,'1762984267566'
left,12,13,,,'1762984267605'
left,12,11,,,'1762984267644'
left,12,14,,,'1762984267760'
left,12,14,,,'1762984267800'
left,12,13,,,'1762984267838'
left,12,11,,,'1762984267877'
left,12,11,,,'1762984267916'
left,12,13,,,'1762984267955'
left,12,14,,,'1762984267994'
left,12,14,,,'1762984268032'
left,12,13,,,'1762984268111'
left,12,13,,,'1762984268149'
left,12,14,,,'1762984268188'
left,12,14,,,'1762984268227'
left,12,13,,,'1762984268266'
left,12,11,,,'1762984268304'
left,12,11,,,'1762984268343'
left,12,13,,,'1762984268382'
left,12,14,,,'1762984268460'
left,12,14,,,'1762984268499'
left,12,13,,,'1762984268576'
left,12,13,,,'1762984268615'
left,12,14,,,'1762984268654'
left,12,11,,,'1762984268810'
left,12,13,,,'1762984268848'
left,12,14,,,'1762984268887'
left,12,14,,,'1762984268926'
left,12,13,,,'1762984268965'
left,12,11,,,'1762984269004'
left,12,11,,,'1762984269043'
left,12,11,,,'1762984269198'
left,12,13,,,'1762984269276'
left,12,14,,,'1762984269315'
left,12,14,,,'1762984269354'
left,12,13,,,'1762984269392'
left,12,11,,,'1762984269431'
left,12,11,,,'1762984269470'
left,12,13,,,'1762984269509'
left,12,14,,,'1762984269548'
left,12,14,,,'1762984269587'
left,12,13,,,'1762984269625'
left,12,14,,,'1762984269781'
left,12,14,,,'1762984269820'
left,12,13,,,'1762984269858'
left,12,11,,,'1762984269897'
left,12,11,,,'1762984269936'
left,12,13,,,'1762984269975'
left,12,14,,,'1762984270014'
left,12,14,,,'1762984270053'
left,12,11,,,'1762984270169'
left,12,13,,,'1762984270208'
left,12,14,,,'1762984270247'
left,12,13,,,'1762984270286'
left,12,11,,,'1762984270325'
left,12,11,,,'1762984270364'
left,12,13,,,'1762984270402'
left,12,14,,,'1762984270441'
left,12,14,,,'1762984270480'
left,12,11,,,'1762984270558'
left,12,11,,,'1762984270597'
left,12,14,,,'1762984270674'
left,12,13,,,'1762984270752'
left,12,13,,,'1762984270791'
left,12,13,,,'1762984270830'
left,12,14,,,'1762984270869'
left,12,14,,,'1762984270907'
left,12,13,,,'1762984270985'
left,12,11,,,'1762984271024'
left,12,11,,,'1762984271063'
left,12,13,,,'1762984271218'
left,12,13,,,'1762984271257'
left,12,13,,,'1762984271296'
left,12,14,,,'1762984271335'
left,12,14,,,'1762984271374'
left,12,13,,,'1762984271413'
left,12,11,,,'1762984271451'
left,12,11,,,'1762984271490'
left,12,13,,,'1762984271529'
left,12,14,,,'1762984271568'
left,12,14,,,'1762984271607'
left,12,13,,,'1762984271645'
left,12,13,,,'1762984271762'
left,12,14,,,'1762984271801'
left,12,13,,,'1762984271840'
left,12,11,,,'1762984271879'
left,12,11,,,'1762984271917'
left,12,13,,,'1762984271956'
left,12,14,,,'1762984271995'
left,12,14,,,'1762984272034'
left,12,11,,,'1762984272114'
left,12,11,,,'1762984272151'
left,12,14,,,'1762984272267'
left,12,14,,,'1762984272306'
left,12,13,,,'1762984272345'
left,12,13,,,'1762984272384'
left,12,13,,,'1762984272423'
left,12,14,,,'1762984272461'
left,12,14,,,'1762984272500'
left,12,13,,,'1762984272539'
left,12,11,,,'1762984272617'
left,12,13,,,'1762984272656'
left,12,11,,,'1762984272811'
left,12,11,,,'1762984272850'
left,12,13,,,'1762984272889'
left,12,14,,,'1762984272928'
left,12,13,,,'1762984272967'
left,12,11,,,'1762984273005'
left,12,11,,,'1762984273044'
left,12,13,,,'1762984273200'
left,12,11,,,'1762984273239'
left,12,11,,,'1762984273277'
left,12,13,,,'1762984273316'
left,12,14,,,'1762984273355'
left,12,14,,,'1762984273394'
left,12,13,,,'1762984273433'
left,12,13,,,'1762984273510'
left,12,13,,,'1762984273549'
left,12,14,,,'1762984273588'
left,12,13,,,'1762984273666'
left,12,11,,,'1762984273705'
left,12,11,,,'1762984273745'
left,12,13,,,'1762984273782'
left,12,14,,,'1762984273821'
left,12,14,,,'1762984273860'
left,12,13,,,'1762984273899'
left,12,13,,,'1762984273938'
left,12,13,,,'1762984273977'
left,12,14,,,'1762984274015'
left,12,14,,,'1762984274054'
left,12,11,,,'1762984274171'
left,12,13,,,'1762984274210'
left,12,14,,,'1762984274249'
left,12,14,,,'1762984274287'
left,12,13,,,'1762984274326'
left,12,11,,,'1762984274365'
left,12,11,,,'1762984274404'
left,12,13,,,'1762984274443'
left,12,14,,,'1762984274482'
left,12,13,,,'1762984274520'
left,12,11,,,'1762984274559'
left,12,11,,,'1762984274598'
left,12,13,,,'1762984274637'
left,12,14,,,'1762984274755'
left,12,13,,,'1762984274792'
left,12,11,,,'1762984274831'
left,12,11,,,'1762984274870'
left,12,13,,,'1762984274909'
left,12,14,,,'1762984274948'
left,12,14,,,'1762984274987'
left,12,13,,,'1762984275026'
left,12,13,,,'1762984275064'
left,12,14,,,'1762984275145'
left,12,14,,,'1762984275181'
left,12,13,,,'1762984275220'
left,12,11,,,'1762984275259'
left,12,11,,,'1762984275298'
left,12,13,,,'1762984275336'
left,12,14,,,'1762984275375'
left,12,14,,,'1762984275414'
left,12,13,,,'1762984275453'
left,12,11,,,'1762984275492'
left,12,11,,,'1762984275531'
left,12,13,,,'1762984275570'
left,12,14,,,'1762984275608'
left,12,13,,,'1762984275647'
left,12,14,,,'1762984275802'
left,12,14,,,'1762984275841'
left,12,13,,,'1762984275880'
left,12,11,,,'1762984275919'
left,12,11,,,'1762984275997'
left,12,13,,,'1762984276036'
left,12,14,,,'1762984276074'
left,12,13,,,'1762984276191'
left,12,13,,,'1762984276230'
left,12,14,,,'1762984276269'
left,12,14,,,'1762984276308'
left,12,13,,,'1762984276346'
left,12,11,,,'1762984276385'
left,12,11,,,'1762984276424'
left,12,13,,,'1762984276463'
left,12,14,,,'1762984276502'
left,12,14,,,'1762984276541'
left,12,13,,,'1762984276580'
left,12,13,,,'1762984276618'
left,12,13,,,'1762984276657'
left,12,13,,,'1762984276774'
left,12,11,,,'1762984276813'
left,12,11,,,'1762984276852'
left,12,13,,,'1762984276890'
left,12,14,,,'1762984276929'
left,12,14,,,'1762984276968'
left,12,13,,,'1762984277007'
left,12,11,,,'1762984277046'
left,12,14,,,'1762984277162'
left,12,13,,,'1762984277201'
left,12,11,,,'1762984277279'
left,12,11,,,'1762984277318'
left,12,13,,,'1762984277356'
left,12,14,,,'1762984277395'
left,12,14,,,'1762984277434'
left,12,13,,,'1762984277473'
left,12,11,,,'1762984277512'
left,12,11,,,'1762984277551'
left,12,13,,,'1762984277590'
left,12,14,,,'1762984277628'
left,12,14,,,'1762984277823'
left,12,14,,,'1762984277862'
left,12,13,,,'1762984277900'
left,12,11,,,'1762984277939'
left,12,11,,,'1762984277978'
left,12,13,,,'1762984278017'
left,12,14,,,'1762984278056'
left,12,11,,,'1762984278172'
left,12,11,,,'1762984278211'
left,12,13,,,'1762984278250'
left,12,14,,,'1762984278289'
left,12,13,,,'1762984278328'
left,12,11,,,'1762984278367'
left,12,11,,,'1762984278406'
left,12,13,,,'1762984278444'
left,12,14,,,'1762984278522'
left,12,14,,,'1762984278561'
left,12,13,,,'1762984278600'
left,12,11,,,'1762984278639'
left,12,14,,,'1762984278757'
left,12,14,,,'1762984278794'
left,12,13,,,'1762984278833'
left,12,13,,,'1762984278872'
left,12,13,,,'1762984278911'
left,12,14,,,'1762984278949'
left,12,14,,,'1762984278988'
left,12,13,,,'1762984279027'
left,12,11,,,'1762984279066'
left,12,13,,,'1762984279146'
left,12,14,,,'1762984279221'
left,12,13,,,'1762984279260'
left,12,13,,,'1762984279299'
left,12,13,,,'1762984279338'
left,12,14,,,'1762984279377'
left,12,14,,,'1762984279416'
left,12,13,,,'1762984279454'
left,12,11,,,'1762984279493'
left,12,11,,,'1762984279532'
left,12,13,,,'1762984279571'
left,12,14,,,'1762984279610'
left,12,14,,,'1762984279649'
left,12,11,,,'1762984279804'
left,12,13,,,'1762984279843'
left,12,14,,,'1762984279882'
left,12,13,,,'1762984279921'
left,12,11,,,'1762984279959'
left,12,11,,,'1762984279998'
left,12,13,,,'1762984280037'
left,12,14,,,'1762984280076'
left,12,11,,,'1762984280231'
left,12,13,,,'1762984280270'
left,12,14,,,'1762984280309'
left,12,14,,,'1762984280348'
left,12,13,,,'1762984280387'
left,12,13,,,'1762984280426'
left,12,13,,,'1762984280464'
left,12,14,,,'1762984280503'
left,12,14,,,'1762984280542'
left,12,13,,,'1762984280581'
left,12,11,,,'1762984280620'
left,12,14,,,'1762984280738'
left,12,14,,,'1762984280775'
left,12,13,,,'1762984280814'
left,12,11,,,'1762984280853'
left,12,11,,,'1762984280892'
left,12,13,,,'1762984280931'
left,12,14,,,'1762984280969'
left,12,13,,,'1762984281047'
left,12,11,,,'1762984281086'
left,12,13,,,'1762984281165'
left,12,14,,,'1762984281241'
left,12,13,,,'1762984281280'
left,12,11,,,'1762984281319'
left,12,11,,,'1762984281358'
left,12,13,,,'1762984281397'
left,12,14,,,'1762984281436'
left,12,14,,,'1762984281474'
left,12,13,,,'1762984281513'
left,12,13,,,'1762984281552'
left,12,13,,,'1762984281591'
left,12,14,,,'1762984281630'
left,12,14,,,'1762984281669'
left,12,11,,,'1762984281785'
left,12,13,,,'1762984281824'
left,12,14,,,'1762984281863'
left,12,14,,,'1762984281902'
left,12,13,,,'1762984281940'
left,12,13,,,'1762984281979'
left,12,13,,,'1762984282018'
left,12,14,,,'1762984282057'
left,12,13,,,'1762984282137'
left,12,11,,,'1762984282212'
left,12,13,,,'1762984282290'
left,12,14,,,'1762984282329'
left,12,14,,,'1762984282368'
left,12,13,,,'1762984282407'
left,12,11,,,'1762984282446'
left,12,11,,,'1762984282484'
left,12,13,,,'1762984282523'
left,12,14,,,'1762984282562'
left,12,13,,,'1762984282601'
left,12,11,,,'1762984282640'
left,12,13,,,'1762984282718'
left,12,14,,,'1762984282795'
left,12,13,,,'1762984282834'
left,12,11,,,'1762984282873'
left,12,13,,,'1762984282950'
left,12,14,,,'1762984282989'
left,12,14,,,'1762984283028'
left,12,13,,,'1762984283067'
left,12,14,,,'1762984283184'
left,12,14,,,'1762984283222'
left,12,13,,,'1762984283261'
left,12,11,,,'1762984283300'
left,12,11,,,'1762984283339'
left,12,13,,,'1762984283378'
left,12,14,,,'1762984283417'
left,12,14,,,'1762984283456'
left,12,13,,,'1762984283533'
left,12,11,,,'1762984283572'
left,12,11,,,'1762984283611'
left,12,13,,,'1762984283728'
left,12,11,,,'1762984283805'
left,12,13,,,'1762984283844'
left,12,14,,,'1762984283883'
left,12,14,,,'1762984283922'
left,12,13,,,'1762984283960'
left,12,11,,,'1762984284000'
left,12,11,,,'1762984284038'
left,12,13,,,'1762984284077'
left,12,11,,,'1762984284232'
left,12,13,,,'1762984284271'
left,12,14,,,'1762984284310'
left,12,14,,,'1762984284349'
left,12,13,,,'1762984284388'
left,12,11,,,'1762984284427'
left,12,11,,,'1762984284466'
left,12,13,,,'1762984284504'
left,12,14,,,'1762984284543'
left,12,14,,,'1762984284582'
left,12,13,,,'1762984284621'
left,12,13,,,'1762984284660'
left,12,14,,,'1762984284778'
left,12,14,,,'1762984284815'
left,12,13,,,'1762984284854'
left,12,11,,,'1762984284893'
left,12,11,,,'1762984284932'
left,12,13,,,'1762984284971'
left,12,14,,,'1762984285010'
left,12,14,,,'1762984285048'
left,12,13,,,'1762984285087'
left,12,13,,,'1762984285204'
left,12,14,,,'1762984285243'
left,12,13,,,'1762984285281'
left,12,11,,,'1762984285320'
left,12,11,,,'1762984285359'
left,12,13,,,'1762984285398'
left,12,14,,,'1762984285437'
left,12,14,,,'1762984285476'
left,12,13,,,'1762984285514'
left,12,11,,,'1762984285553'
left,12,11,,,'1762984285592'
left,12,13,,,'1762984285631'
left,12,14,,,'1762984285670'
left,12,14,,,'1762984285709'
left,12,13,,,'1762984285749'
left,12,13,,,'1762984285786'
left,12,13,,,'1762984285825'
left,12,14,,,'1762984285864'
left,12,14,,,'1762984285903'
left,12,13,,,'1762984285942'
left,12,11,,,'1762984286020'
left,12,11,,,'1762984286058'
left,12,13,,,'1762984286097'
left,12,14,,,'1762984286177'
left,12,13,,,'1762984286214'
left,12,13,,,'1762984286253'
left,12,13,,,'1762984286291'
left,12,14,,,'1762984286330'
left,12,14,,,'1762984286369'
left,12,13,,,'1762984286408'
left,12,11,,,'1762984286447'
left,12,11,,,'1762984286486'
left,12,13,,,'1762984286525'
left,12,14,,,'1762984286563'
left,12,14,,,'1762984286602'
left,12,13,,,'1762984286759'
left,12,13,,,'1762984286835'
left,12,11,,,'1762984286874'
left,12,11,,,'1762984286913'
left,12,13,,,'1762984286952'
left,12,14,,,'1762984286991'
left,12,14,,,'1762984287030'
left,12,13,,,'1762984287068'
left,12,11,,,'1762984287148'
left,12,13,,,'1762984287185'
left,12,14,,,'1762984287224'
left,12,14,,,'1762984287302'
left,12,13,,,'1762984287340'
left,12,13,,,'1762984287379'
left,12,13,,,'1762984287418'
left,12,14,,,'1762984287457'
left,12,14,,,'1762984287496'
left,12,13,,,'1762984287534'
left,12,11,,,'1762984287573'
left,12,11,,,'1762984287612'
left,12,13,,,'1762984287651'
left,12,14,,,'1762984287729'
left,12,13,,,'1762984287769'
left,12,11,,,'1762984287806'
left,12,11,,,'1762984287845'
left,12,13,,,'1762984287884'
left,12,13,,,'1762984287962'
left,12,11,,,'1762984288001'
left,12,11,,,'1762984288040'
left,12,13,,,'1762984288078'
left,12,14,,,'1762984288121'
left,12,14,,,'1762984288158'
left,12,11,,,'1762984288234'
left,12,11,,,'1762984288273'
left,12,13,,,'1762984288312'
left,12,14,,,'1762984288350'
left,12,14,,,'1762984288389'
left,12,13,,,'1762984288428'
left,12,13,,,'1762984288467'
left,12,13,,,'1762984288544'
left,12,14,,,'1762984288583'
left,12,14,,,'1762984288622'
left,12,11,,,'1762984288700'
left,12,14,,,'1762984288816'
left,12,14,,,'1762984288855'
left,12,13,,,'1762984288894'
left,12,13,,,'1762984288972'
left,12,14,,,'1762984289011'
left,12,14,,,'1762984289050'
left,12,13,,,'1762984289088'
left,12,13,,,'1762984289205'
left,12,14,,,'1762984289244'
left,12,14,,,'1762984289283'
left,12,13,,,'1762984289322'
left,12,11,,,'1762984289360'
left,12,11,,,'1762984289399'
left,12,13,,,'1762984289438'
left,12,14,,,'1762984289477'
left,12,13,,,'1762984289516'
left,12,11,,,'1762984289555'
left,12,11,,,'1762984289593'
left,12,14,,,'1762984289671'
left,12,11,,,'1762984289827'
left,12,11,,,'1762984289865'
left,12,13,,,'1762984289904'
left,12,14,,,'1762984289943'
left,12,14,,,'1762984289982'
left,12,13,,,'1762984290021'
left,12,13,,,'1762984290060'
left,12,13,,,'1762984290099'
left,12,14,,,'1762984290178'
left,12,13,,,'1762984290215'
left,12,11,,,'1762984290254'
left,12,11,,,'1762984290293'
left,12,13,,,'1762984290332'
left,12,14,,,'1762984290371'
left,12,14,,,'1762984290409'
left,12,13,,,'1762984290448'
left,12,11,,,'1762984290487'
left,12,11,,,'1762984290526'
left,12,13,,,'1762984290565'
left,12,14,,,'1762984290604'
left,12,11,,,'1762984290681'
left,12,11,,,'1762984290720'
left,12,14,,,'1762984290798'
left,12,14,,,'1762984290837'
left,12,13,,,'1762984290875'
left,12,11,,,'1762984290914'
left,12,11,,,'1762984290953'
left,12,13,,,'1762984290992'
left,12,14,,,'1762984291070'
left,12,14,,,'1762984291109'
left,12,13,,,'1762984291189'
left,12,13,,,'1762984291225'
left,12,14,,,'1762984291264'
left,12,14,,,'1762984291303'
left,12,13,,,'1762984291342'
left,12,11,,,'1762984291381'
left,12,11,,,'1762984291419'
left,12,13,,,'1762984291458'
left,12,14,,,'1762984291497'
left,12,14,,,'1762984291536'
left,12,13,,,'1762984291575'
left,12,13,,,'1762984291614'
left,12,14,,,'1762984291691'
left,12,11,,,'1762984291808'
left,12,11,,,'1762984291847'
left,12,13,,,'1762984291886'
left,12,14,,,'1762984291925'
left,12,14,,,'1762984291963'
left,12,13,,,'1762984292002'
left,12,11,,,'1762984292041'
left,12,11,,,'1762984292080'
left,12,11,,,'1762984292235'
left,12,11,,,'1762984292313'
left,12,13,,,'1762984292352'
left,12,14,,,'1762984292391'
left,12,14,,,'1762984292429'
left,12,13,,,'1762984292468'
left,12,11,,,'1762984292507'
left,12,11,,,'1762984292546'
left,12,13,,,'1762984292585'
left,12,14,,,'1762984292663'
left,12,13,,,'1762984292701'
left,12,13,,,'1762984292740'
left,12,14,,,'1762984292857'